2049,-0.106674,0.031758,0.118222,-0.095825,-0.027954,0.969116,-0.061462,0.334167,0.133118
2050,-0.106674,0.031758,0.118222,-0.095825,-0.027954,0.973022,-0.060913,0.313660,0.131775
2051,0.102677,-0.005626,0.140653,-0.101318,-0.031372,0.973022,-0.060913,0.313660,0.131775
2052,-0.024429,-0.028057,0.282712,-0.101318,-0.031372,0.973022,-0.060913,0.313660,0.131775
2053,-0.024429,-0.028057,0.282712,-0.099365,-0.034058,0.974121,-0.046204,0.344116,0.180115
2054,-0.301071,0.016804,-0.053744,-0.099365,-0.034058,0.974121,-0.046204,0.344116,0.180115
2055,-0.121628,0.076619,-0.188327,-0.099365,-0.034058,0.974121,-0.046204,0.344116,0.180115
2056,-0.121628,0.076619,-0.188327,-0.097534,-0.030151,0.979614,-0.068665,0.306152,0.174927
2057,-0.046860,0.069142,-0.053744,-0.097534,-0.030151,0.979614,-0.068665,0.306152,0.174927
2058,0.214829,-0.057964,0.095792,-0.097534,-0.030151,0.979614,-0.068665,0.306152,0.159302
2059,0.214829,-0.057964,0.095792,-0.099976,-0.030151,0.979004,-0.081543,0.319519,0.165833
2060,0.080246,0.039235,-0.083651,-0.099976,-0.030151,0.979004,-0.081543,0.319519,0.165833
2061,-0.263687,0.218678,0.163083,-0.093018,-0.030640,0.973877,-0.072754,0.313110,0.141357
2062,-0.263687,0.218678,0.163083,-0.093018,-0.030640,0.973877,-0.072754,0.313110,0.141357
2063,0.274643,0.203724,0.006070,-0.093018,-0.030640,0.973877,-0.072754,0.313110,0.141357
2064,-0.054336,-0.200023,-0.135989,-0.095581,-0.029175,0.970825,-0.049377,0.307251,0.151550
2065,-0.054336,-0.200023,-0.135989,-0.095581,-0.029175,0.970825,-0.049377,0.307251,0.151550
2066,-0.001999,-0.170116,-0.180850,-0.095581,-0.029175,0.970825,-0.049377,0.307251,0.151550
2067,-0.054336,0.211201,0.118222,-0.098389,-0.033203,0.974121,-0.078186,0.317566,0.151245
2068,-0.054336,0.211201,0.118222,-0.098389,-0.033203,0.974121,-0.078186,0.317566,0.151245
2069,-0.278641,-0.229930,0.215421,-0.094116,-0.029419,0.979248,-0.073120,0.328674,0.178955
2070,-0.188919,-0.349559,-0.038791,-0.094116,-0.029419,0.979248,-0.073120,0.328674,0.178955
