4328,4.75,-12.375,-2.875,-0.007324219,0.04248047,0.9477539,0.1723633,0.07226563,-0.2275391
4330,5,-13.9375,-2.9375,-0.01513672,0.05029297,0.9438477,0.1723633,0.07226563,-0.2275391
4331,4.75,-14.5625,-3.0625,0.007324219,0.06201172,0.9594727,0.1723633,0.07226563,-0.2275391
4333,5.375,-15.5,-2.75,0,0.06591797,0.9633789,0.1665039,0.07226563,-0.2290039
4334,4.5,-17,-2.9375,0.01513672,0.05810547,0.9633789,0.1665039,0.07226563,-0.2290039
4336,6.3125,-16.4375,-2.9375,0.01123047,0.05419922,0.9829102,0.1665039,0.07226563,-0.2290039
4337,5.625,-16.9375,-2.75,0.003417969,0.02294922,0.9516602,0.1665039,0.07226563,-0.2290039
4339,5.8125,-18.625,-3.4375,0.03076172,0.09716797,0.9672852,0.1733398,0.06884766,-0.2314453
4340,7.25,-19.6875,-4.875,0.01513672,0.05810547,0.9672852,0.1733398,0.06884766,-0.2314453
4342,7.5625,-20.375,-5.5,0.04638672,0.05810547,0.9594727,0.1733398,0.06884766,-0.2314453
4343,8.9375,-19.9375,-7.0625,0.01904297,0.06591797,0.9711914,0.1674805,0.08056641,-0.2207031
4345,10,-20.6875,-8.375,0.04248047,0.08544922,0.9829102,0.1674805,0.08056641,-0.2207031
4346,10.9375,-21.625,-10.1875,0.04638672,0.07373047,0.9711914,0.1674805,0.08056641,-0.2207031
4348,12.1875,-20.6875,-11.5625,0.05029297,0.1049805,0.9790039,0.1616211,0.07128906,-0.2275391
4349,12.5625,-21.125,-12.3125,0.01904297,0.06591797,0.9985352,0.1616211,0.07128906,-0.2275391
4351,14.1875,-21.625,-13.8125,0.06982422,0.09716797,0.9946289,0.1616211,0.07128906,-0.2275391
4352,14.5625,-21.0625,-15.125,0.04248047,0.06201172,1.005859,0.1616211,0.07128906,-0.2275391
4354,15.5625,-22.3125,-15.5625,0.05419922,0.06201172,0.9711914,0.1655273,0.06884766,-0.2275391
4355,17,-21.6875,-16.5,0.04248047,0.05419922,0.9985352,0.1655273,0.06884766,-0.2275391
4357,16.75,-23.1875,-17,0.06982422,0.05029297,0.9946289,0.1655273,0.06884766,-0.2275391
4358,16.3125,-22.9375,-17.25,0.04638672,0.04638672,0.9555664,0.1616211,0.07470703,-0.2177734
4360,16.6875,-22.8125,-17.5,0.04248047,0.06201172,0.9985352,0.1616211,0.07470703,-0.2177734
4361,15.5625,-24.9375,-17.25,0.06591797,0.03076172,0.9555664,0.1616211,0.07470703,-0.2177734
4363,15.875,-24.3125,-16.5625,0.07763672,0.04248047,0.9594727,0.1713867,0.078125,-0.2290039
4364,15.125,-26.3125,-15.1875,0.1166992,0.05810547,0.9438477,0.1713867,0.078125,-0.2290039
4366,15,-28.75,-16,0.09326172,0.03076172,0.9555664,0.1713867,0.078125,-0.2290039
4367,13.25,-33.75,-15.375,0.144043,0.04638672,0.9243164,0.1713867,0.078125,-0.2290039
4369,13.875,-36.875,-17.3125,0.159668,0.03857422,0.9282227,0.1713867,0.078125,-0.2290039
4370,14.875,-40.3125,-19.375,0.1206055,0.04638672,0.9282227,0.1713867,0.078125,-0.2290039
4372,14,-41.25,-22.25,0.1245117,0.05029297,0.9008789,0.1713867,0.078125,-0.2290039
4373,15.375,-47.25,-22.75,0.01123047,0.07763672,0.9868164,0.1547852,0.078125,-0.2373047
4375,15.125,-53.375,-20.875,0.1010742,0.1245117,1.037109,0.1547852,0.078125,-0.2373047
4376,19.5625,-60.125,-16.125,0.1401367,0.2143555,1.150391,0.1547852,0.078125,-0.2373047
4378,60.3125,-49.5,-4.375,0.2924805,0.2182617,1.481934,0.1630859,0.07568359,-0.2314453
4379,46,-17.875,-12.0625,0.7368164,-0.1831055,1.158203,0.1630859,0.07568359,-0.2314453
4381,64.9375,48.5625,-2.4375,0.6938477,-0.09716797,1.427246,0.1630859,0.07568359,-0.2314453
4382,49.375,101.5,7.125,0.8149414,0.3818359,1.302734,0.1630859,0.07568359,-0.2314453
4384,33.5625,178.4375,16.5625,0.9282227,0.128418,1.48584,0.1630859,0.07568359,-0.2314453
4385,22.4375,283.1875,25.125,0.6357422,-0.07373047,1.294922,0.1630859,0.07568359,-0.2314453
4387,-26.0625,362.625,34.4375,1.981445,0.222168,1.255859,0.1630859,0.07568359,-0.2314453
4388,-37.375,444.5625,43.625,2.05127,-0.03076172,1.384277,0.1713867,0.07714844,-0.2246094
4390,-23.6875,496.1875,33.5,1.326172,-0.4755859,1.606934,0.1713867,0.07714844,-0.2246094
4391,-2.8125,547.625,40.1875,0.8696289,0.01513672,1.560059,0.1713867,0.07714844,-0.2246094
4393,-38.5625,548.125,54.625,0.1362305,0.2338867,1.244141,0.1865234,0.06445313,-0.1967773
4394,-99.1875,475.9375,101.6875,-1.528809,0.4130859,1.322266,0.1865234,0.06445313,-0.1967773
4396,-146.5,531.0625,126.3125,-0.237793,0.01123047,1.836914,0.1865234,0.06445313,-0.1967773
4397,-116.0625,574.8125,144.5,0.1049805,0.4638672,1.614746,0.1958008,0.06201172,-0.1704102
4399,-148.0625,606.625,141.8125,0.9790039,0.3740234,1.993164,0.1958008,0.06201172,-0.1704102
4400,-129.75,659.6875,133.875,2.480469,0.2260742,1.899414,0.1958008,0.06201172,-0.1704102
4402,-122.375,712.75,128.9375,2.5625,0.2338867,2.421875,0.1958008,0.06201172,-0.1704102
4403,-115.875,779.125,122.4375,1.844727,0.6201172,2.234863,0.2128906,0.05517578,-0.1352539
4405,-117,852.4375,123.875,1.248047,0.1166992,1.708008,0.2128906,0.05517578,-0.1352539
4406,-98.9375,918.5625,112.375,1.208984,0.3237305,1.291016,0.2128906,0.05517578,-0.1352539
4408,-77.9375,949.125,89.1875,1.259766,0.3081055,1.442871,0.2119141,0.046875,-0.1020508
4409,-59.9375,1012.875,65.9375,1.599121,0.1323242,1.606934,0.2119141,0.046875,-0.1020508
4411,-21.9375,1081.938,44.6875,1.946289,0.1635742,1.520996,0.2119141,0.046875,-0.1020508
4412,-3.375,1155.75,23.0625,2.109863,0.1987305,1.489746,0.2143555,0.03515625,-0.05029297
4414,19.6875,1265.813,18.5,1.431152,-0.253418,2.297363,0.2143555,0.03515625,-0.05029297
4415,52.8125,1394.438,15.9375,0.8891602,-0.4560547,1.805664,0.2143555,0.03515625,-0.05029297
4417,24.8125,1520.188,14.5625,-0.4521484,-0.237793,1.930664,0.2143555,0.03515625,-0.05029297
4418,-147.5625,1387.875,7.5,-3.51416,-1.42334,1.922852,0.1977539,0.03662109,0.02294922
4420,-39.6875,904.4375,67.8125,-3.955078,-1.48584,4.773926,0.1977539,0.03662109,0.02294922
4421,54.9375,624.8125,27.625,-3.900391,0.3120117,4.687988,0.1977539,0.03662109,0.02294922
4423,26.3125,365.4375,-15.875,-2.5,0.1831055,3.857422,0.1748047,0.02246094,0.05810547
4425,92.25,157.625,-21.25,-1.587402,-0.3198242,3.833984,0.1748047,0.02246094,0.05810547
4427,105.1875,42.3125,-37.3125,0.04638672,-0.01904297,3.479004,0.1748047,0.02246094,0.05810547
